$ all no-evaluators declarations
id	file	line	kind	attributes	disposition	declaration
K0185	semantics/builtins.k	285	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
K0411	semantics/float.k	24	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
K0414	semantics/float.k	30	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
K0417	semantics/float.k	37	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
K0422	semantics/float.k	50	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
K0425	semantics/float.k	54	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
K0451	semantics/float.k	103	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
K0454	semantics/float.k	107	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
K0457	semantics/float.k	111	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
K0460	semantics/float.k	115	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
K0463	semantics/float.k	119	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
K0466	semantics/float.k	125	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
K0479	semantics/float.k	142	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
K0491	semantics/float.k	160	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
K0516	semantics/float.k	190	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
K0519	semantics/float.k	195	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
K0531	semantics/float.k	209	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
K0536	semantics/float.k	217	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
K0538	semantics/float.k	223	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
K0542	semantics/float.k	230	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
K0773	semantics/sort.k	18	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_SORT_TRUST_BOUNDARY	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
K0787	semantics/sort.k	49	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_SORT_TRUST_BOUNDARY	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
$ all priority declarations/rules
id	file	line	kind	attributes	disposition	declaration
K0003	semantics/assert.k	13	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Assert(ref(H:Int)) => Assert(V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0013	semantics/bool.k	29	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> BoolOp(_:String, (ref(H:Int), .Exprs)) => ref(H) ... </k> [priority(40)]
K0181	semantics/builtins.k	280	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
K0205	semantics/call.k	38	rule	priority(40)	USED_PATH_REVIEWED_SOUND	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0207	semantics/call.k	47	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0231	semantics/concrete.k	28	rule	priority(40)	CONCRETE_ONLY_REVIEWED_EVIDENCE	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
K0232	semantics/concrete.k	31	rule	priority(40)	CONCRETE_ONLY_REVIEWED_EVIDENCE	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
K0281	semantics/controls.k	95	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0282	semantics/controls.k	98	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0283	semantics/controls.k	101	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0284	semantics/controls.k	106	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0387	semantics/dict.k	58	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]
K0390	semantics/dict.k	65	rule	priority(45)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
K0430	semantics/float.k	66	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
K0433	semantics/float.k	71	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
K0441	semantics/float.k	83	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
K0545	semantics/float.k	233	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
K0609	semantics/list.k	24	rule	priority(45)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]
K0624	semantics/list.k	53	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "append")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)]
K0671	semantics/methods.k	72	rule	priority(40)	USED_PATH_REVIEWED_SOUND	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), .Vals) => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k> [priority(40)]
K0681	semantics/methods.k	89	rule	priority(39)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (kwV("sep", str(S:IntSeq)), .Vals)) => #applyK(toCall(boundMethodV(str(CS), "split")), (str(S), .Vals)) ... </k> [priority(39)]
K0682	semantics/methods.k	94	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (str(iCons(SEP:Int, .IntSeq)), .Vals)) => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k> [priority(40)]
K0742	semantics/operators.k	25	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0746	semantics/operators.k	44	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0786	semantics/sort.k	40	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]
K0842	semantics/subscript.k	31	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0856	semantics/subscript.k	58	rule	priority(45)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
K0922	semantics/tuple.k	44	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0926	semantics/tuple.k	52	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
$ local verification inventory
id	file	line	kind	attributes	disposition	declaration
K0929	verification.k	8	syntax	function,total	LOCAL_REVIEWED_SOUND	syntax Val ::= "numberOrder" [function, total]
K0930	verification.k	9	rule	-	LOCAL_REVIEWED_SOUND	rule numberOrder => tuple( vCons(str(strToCodes("zero")), vCons(str(strToCodes("one")), vCons(str(strToCodes("two")), vCons(str(strToCodes("three")), vCons(str(strToCodes("four")), vCons(str(strToCodes("five")), vCons(str(strToCodes("six")), vCons(str(strToCodes("seven")), vCons(str(strToCodes("eight")), vCons(str(strToCodes("nine")), .ValSeq)))))))))))
K0931	verification.k	23	syntax	function,total	LOCAL_REVIEWED_SOUND	syntax Bool ::= isNumeralCodes(IntSeq) [function, total]
K0932	verification.k	24	rule	-	LOCAL_REVIEWED_SOUND	rule isNumeralCodes(CS:IntSeq) => CS ==K strToCodes("zero") orBool CS ==K strToCodes("one") orBool CS ==K strToCodes("two") orBool CS ==K strToCodes("three") orBool CS ==K strToCodes("four") orBool CS ==K strToCodes("five") orBool CS ==K strToCodes("six") orBool CS ==K strToCodes("seven") orBool CS ==K strToCodes("eight") orBool CS ==K strToCodes("nine")
K0933	verification.k	36	syntax	function,total	LOCAL_REVIEWED_SOUND	syntax Bool ::= validNumeralTokens(ValSeq) [function, total]
K0934	verification.k	37	rule	-	LOCAL_REVIEWED_SOUND	rule validNumeralTokens(.ValSeq) => true
K0935	verification.k	38	rule	-	LOCAL_REVIEWED_SOUND	rule validNumeralTokens(vCons(str(CS:IntSeq), REST:ValSeq)) => isNumeralCodes(CS) andBool validNumeralTokens(REST)
K0936	verification.k	40	rule	owise	LOCAL_REVIEWED_SOUND	rule validNumeralTokens(vCons(_:Val, _:ValSeq)) => false [owise]
EXIT: 0
