00000	documented-example-yes	left=[1, 2, 3, 4]	right=[1, 2, 3, 4]	expected='YES'
00001	documented-example-no	left=[1, 2, 3, 4]	right=[1, 5, 3, 4]	expected='NO'
00002	both-empty-outside-precondition	left=[]	right=[]	expected='YES'
00003	empty-lst1-outside-precondition	left=[]	right=[1]	expected='YES'
00004	empty-lst2-outside-precondition	left=[1]	right=[]	expected='NO'
00005	one-even-at-threshold	left=[2]	right=[1]	expected='YES'
00006	exchange-at-threshold	left=[1]	right=[2]	expected='YES'
00007	one-below-threshold	left=[1]	right=[1]	expected='NO'
00008	combined-even-count-len-minus-one	left=[1, 3, 2]	right=[5, 4]	expected='NO'
00009	combined-even-count-equals-len	left=[1, 3, 2]	right=[4, 6]	expected='YES'
00010	combined-even-count-above-len	left=[2, 4, 6]	right=[8]	expected='YES'
00011	negative-even-boundary	left=[-4, -3]	right=[-2]	expected='YES'
00012	bool-numeric-behavior	left=[True, False]	right=[True, False]	expected='YES'
00013	finite-float-boundary	left=[2.0, 3.5]	right=[4.0]	expected='YES'
00014	nonintegral-floats	left=[2.5, -3.5]	right=[4.25]	expected='NO'
00015	unbounded-python-int	left=[10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001]	right=[-10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000]	expected='YES'
00016	nan-with-one-even	left=[nan]	right=[2.0]	expected='YES'
00017	positive-infinity	left=[inf]	right=[2.0]	expected=None
00018	negative-infinity	left=[-inf]	right=[2.0]	expected=None
00019	decimal-extension	left=[Decimal('2.0')]	right=[Decimal('1.0')]	expected='YES'
00020	fraction-extension	left=[Fraction(3, 2)]	right=[Fraction(4, 1)]	expected='YES'
00021	exhaustive-small-int	left=[]	right=[]	expected=None
00022	exhaustive-small-int	left=[]	right=[-2]	expected=None
00023	exhaustive-small-int	left=[]	right=[-1]	expected=None
00024	exhaustive-small-int	left=[]	right=[0]	expected=None
00025	exhaustive-small-int	left=[]	right=[1]	expected=None
00026	exhaustive-small-int	left=[]	right=[2]	expected=None
00027	exhaustive-small-int	left=[]	right=[-2, -2]	expected=None
00028	exhaustive-small-int	left=[]	right=[-2, -1]	expected=None
00029	exhaustive-small-int	left=[]	right=[-2, 0]	expected=None
00030	exhaustive-small-int	left=[]	right=[-2, 1]	expected=None
00031	exhaustive-small-int	left=[]	right=[-2, 2]	expected=None
00032	exhaustive-small-int	left=[]	right=[-1, -2]	expected=None
00033	exhaustive-small-int	left=[]	right=[-1, -1]	expected=None
00034	exhaustive-small-int	left=[]	right=[-1, 0]	expected=None
00035	exhaustive-small-int	left=[]	right=[-1, 1]	expected=None
00036	exhaustive-small-int	left=[]	right=[-1, 2]	expected=None
00037	exhaustive-small-int	left=[]	right=[0, -2]	expected=None
00038	exhaustive-small-int	left=[]	right=[0, -1]	expected=None
00039	exhaustive-small-int	left=[]	right=[0, 0]	expected=None
00040	exhaustive-small-int	left=[]	right=[0, 1]	expected=None
00041	exhaustive-small-int	left=[]	right=[0, 2]	expected=None
00042	exhaustive-small-int	left=[]	right=[1, -2]	expected=None
00043	exhaustive-small-int	left=[]	right=[1, -1]	expected=None
00044	exhaustive-small-int	left=[]	right=[1, 0]	expected=None
00045	exhaustive-small-int	left=[]	right=[1, 1]	expected=None
00046	exhaustive-small-int	left=[]	right=[1, 2]	expected=None
00047	exhaustive-small-int	left=[]	right=[2, -2]	expected=None
00048	exhaustive-small-int	left=[]	right=[2, -1]	expected=None
00049	exhaustive-small-int	left=[]	right=[2, 0]	expected=None
00050	exhaustive-small-int	left=[]	right=[2, 1]	expected=None
00051	exhaustive-small-int	left=[]	right=[2, 2]	expected=None
00052	exhaustive-small-int	left=[]	right=[-2, -2, -2]	expected=None
00053	exhaustive-small-int	left=[]	right=[-2, -2, -1]	expected=None
00054	exhaustive-small-int	left=[]	right=[-2, -2, 0]	expected=None
00055	exhaustive-small-int	left=[]	right=[-2, -2, 1]	expected=None
00056	exhaustive-small-int	left=[]	right=[-2, -2, 2]	expected=None
00057	exhaustive-small-int	left=[]	right=[-2, -1, -2]	expected=None
00058	exhaustive-small-int	left=[]	right=[-2, -1, -1]	expected=None
00059	exhaustive-small-int	left=[]	right=[-2, -1, 0]	expected=None
00060	exhaustive-small-int	left=[]	right=[-2, -1, 1]	expected=None
00061	exhaustive-small-int	left=[]	right=[-2, -1, 2]	expected=None
00062	exhaustive-small-int	left=[]	right=[-2, 0, -2]	expected=None
00063	exhaustive-small-int	left=[]	right=[-2, 0, -1]	expected=None
00064	exhaustive-small-int	left=[]	right=[-2, 0, 0]	expected=None
00065	exhaustive-small-int	left=[]	right=[-2, 0, 1]	expected=None
00066	exhaustive-small-int	left=[]	right=[-2, 0, 2]	expected=None
00067	exhaustive-small-int	left=[]	right=[-2, 1, -2]	expected=None
00068	exhaustive-small-int	left=[]	right=[-2, 1, -1]	expected=None
00069	exhaustive-small-int	left=[]	right=[-2, 1, 0]	expected=None
00070	exhaustive-small-int	left=[]	right=[-2, 1, 1]	expected=None
00071	exhaustive-small-int	left=[]	right=[-2, 1, 2]	expected=None
00072	exhaustive-small-int	left=[]	right=[-2, 2, -2]	expected=None
00073	exhaustive-small-int	left=[]	right=[-2, 2, -1]	expected=None
00074	exhaustive-small-int	left=[]	right=[-2, 2, 0]	expected=None
00075	exhaustive-small-int	left=[]	right=[-2, 2, 1]	expected=None
00076	exhaustive-small-int	left=[]	right=[-2, 2, 2]	expected=None
00077	exhaustive-small-int	left=[]	right=[-1, -2, -2]	expected=None
