file	codex-last.txt	b2c36959ef8105027d7395ed8446a0e6b8cf6d56acf8b961a41eadae1962f929
file	codex-output.log	cd93520f1a6149c4476e188a4f7b329876190056d26ce2d2331156d60d57f748
dir	codex-trace	
dir	codex-trace/2026	
dir	codex-trace/2026/07	
dir	codex-trace/2026/07/22	
file	codex-trace/2026/07/22/rollout-2026-07-22T22-46-07-019f8d14-a123-7f72-923e-622f5e5f7b5e.jsonl	4100c8ad3024b82be3a67323bdaf53b71ad13ab6aeea631b01e2d76378b66a19
file	invocation.json	582d0c6f4af0de97e9a3ec23d548994f09980bcab27459c7709a955b1919f1f0
file	legacy-metrics.json	a6950958edfb98620a4b4940341d02328624661a599a96ac95da422ca87204cc
file	legacy-run-input.json	e35cda4e19c2259bb1a12352cfb3e23688c7dc5a1e39e4fff47b4ffea69f0f4e
file	metrics.json	e351b69576aba997566eef41b01c4ddaffa66fa303efb8222a4196c59ff70992
file	prompt.txt	3ccfe05a1e1620ec7e34cf354de6eeb973da0fe27a12a04f4ac62b0a78eeec09
file	usage.json	c01a5a9dd480c5c007f4c044900f164b88232ecff905d8274a271b6822cb4190
