dir	__pycache__	
file	__pycache__/solution.cpython-310.pyc	c6488fadfa05ade4034137ef26e8e4482539c15ef34b4458f679e70300a2e2a9
file	concrete_tests.mpy	3b6a5a280ee38c2869132610607ed98e2198a02fa38c054a496bd044508709c7
file	concrete_tests.py	78325f82670bd026ad1ca68efde78278da1385eec0c70e03e2170e0aafeda725
file	kore-exec.tar.gz	ee1cbaf4fcde0cbb1e3597efdf417612e99065166fcab2400ccbff1ed10e9ccf
file	prompt.py	453ca5e2c63fdbba8afa4208d797faeb371744b7de1e5c401d89664050bcc613
file	prove.sh	7da72614ac795f6753d68704989107dfed79fad77aea1745dd117806ecd5f30f
file	py2mpy.py	406485eac118431c08ef59f30f79dfa6aa9d5825408917fc5ce7c806e664db16
dir	reference-semantics	
dir	reference-semantics/semantics	
file	reference-semantics/semantics.k	57e8f9f3178639bbb87f95e5cc596bbaa91a6463f965b1965911eff9a0269f97
file	reference-semantics/semantics/assert.k	4258987a261d24b02ab3abfa52b3b2e013ea6323f9d5eb9a59c8f42cbcba030b
file	reference-semantics/semantics/bool.k	8d6cfa9cd1ed776e51d776e4d358c418960c57715a6f9654ef9af41aea29f4fd
file	reference-semantics/semantics/builtins.k	fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd
file	reference-semantics/semantics/call.k	7e4d6c7cabe7bb4ccff52f21c5d5f30920ccb48d42864146ce53146509f736e4
file	reference-semantics/semantics/comprehension.k	cf7c38aad5cff698ebb05ecbadf00cbf210ddb2f54ae86f22b328311c027c6a7
file	reference-semantics/semantics/concrete.k	1ffea42a32610e9116506d709e9163413aeb5f6deb7824ea554aca8341f2d305
file	reference-semantics/semantics/controls.k	325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae
file	reference-semantics/semantics/core.k	e0fdc11dc2b9cd0acb18fe7c832c1ea1ac0c9e79cadf40c63f34276aca513d7e
file	reference-semantics/semantics/dict.k	779b06e18162464c8422bbd6ac35fa0b9e34ef82807d5c707c6f4552d63c0580
file	reference-semantics/semantics/float.k	5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f
file	reference-semantics/semantics/functions.k	e4c8f67741117b29703c3c61d48a5b0f92cf7bd531e78e25c03e794a910ac193
file	reference-semantics/semantics/int.k	dc2da7d81578370651ecb6905b69cb44443cdd8db3869441242b81420382abe5
file	reference-semantics/semantics/iter.k	5085db2fed67b7bbd39f6289ec275905aaee742690895d7b3f843f73bd62f77f
file	reference-semantics/semantics/list.k	870c72341c25e2c16283726191a71bf5b571ed2995c8ae12e3e2923cdce5a9aa
file	reference-semantics/semantics/methods.k	ff9acc6dab2d1cc99ec4f2d234f27ae4526d752aae62bcfd7f9fd2a0399f7743
file	reference-semantics/semantics/operators.k	f3d1fd85734f5e1757307e606cbfb8d6d4bf0893ee85ce20ec99606ade910e8b
file	reference-semantics/semantics/range.k	810e4c04b757445c03592aef25c97d6b2cc7c6fffa646288bc6cd15a3cae643d
file	reference-semantics/semantics/set.k	b822c3c6944f9940a4477fa6b7a42490c407663f2a314394e9c146e8951f1ac7
file	reference-semantics/semantics/sort.k	df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a
file	reference-semantics/semantics/str.k	1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f
file	reference-semantics/semantics/subscript.k	dba04c0acf213bef4f9f7b11243ca00a2b3ca5fa8666c544ede7d382d27d36a7
file	reference-semantics/semantics/syntax.k	1e9e629e5e6e14bdd7f4d530375e8655a89366b5ecd0c24a3c57ad3b5708f2a6
file	reference-semantics/semantics/tuple.k	41395a1ec6a58129c78facb15b44206907c54d79e86ea363ae68cb37bfc64abb
file	solution.mpy	870a9890935eca71a5ef2604103b07f703ec76b9fd3fcae0600d75d3d8964e7d
file	solution.py	053e3b473adda9322058a709f4d3e8fc6c7bf2e3d15be5838ff91e7a4cf14fc7
file	spec.k	26117c04d20e8e7a275b22a51c6da4c7102643ffc454231b3f5044cc6cc86de4
file	verification.k	0d545969e2b557401041154a983c8a2786dd545c1bbdf3e341c7ee34c20bd7a9
