/reference/reference-semantics/semantics.k	syntax=0	rules=0	claims=0	priority=0	opaque=0
/reference/reference-semantics/semantics/assert.k	syntax=0	rules=3	claims=0	priority=1	opaque=0
/reference/reference-semantics/semantics/bool.k	syntax=0	rules=13	claims=0	priority=5	opaque=0
/reference/reference-semantics/semantics/builtins.k	syntax=38	rules=137	claims=0	priority=1	opaque=1
/reference/reference-semantics/semantics/call.k	syntax=3	rules=21	claims=0	priority=5	opaque=0
/reference/reference-semantics/semantics/comprehension.k	syntax=3	rules=7	claims=0	priority=0	opaque=0
/reference/reference-semantics/semantics/concrete.k	syntax=5	rules=16	claims=0	priority=2	opaque=0
/reference/reference-semantics/semantics/controls.k	syntax=3	rules=34	claims=0	priority=6	opaque=0
/reference/reference-semantics/semantics/core.k	syntax=37	rules=46	claims=0	priority=2	opaque=0
/reference/reference-semantics/semantics/dict.k	syntax=12	rules=28	claims=0	priority=2	opaque=0
/reference/reference-semantics/semantics/float.k	syntax=34	rules=121	claims=0	priority=4	opaque=23
/reference/reference-semantics/semantics/functions.k	syntax=4	rules=15	claims=0	priority=1	opaque=0
/reference/reference-semantics/semantics/int.k	syntax=1	rules=16	claims=0	priority=0	opaque=0
/reference/reference-semantics/semantics/iter.k	syntax=1	rules=0	claims=0	priority=0	opaque=0
/reference/reference-semantics/semantics/list.k	syntax=5	rules=27	claims=0	priority=2	opaque=0
/reference/reference-semantics/semantics/methods.k	syntax=27	rules=75	claims=0	priority=3	opaque=0
/reference/reference-semantics/semantics/operators.k	syntax=0	rules=10	claims=0	priority=5	opaque=0
/reference/reference-semantics/semantics/range.k	syntax=2	rules=6	claims=0	priority=0	opaque=0
/reference/reference-semantics/semantics/set.k	syntax=6	rules=12	claims=0	priority=0	opaque=0
/reference/reference-semantics/semantics/sort.k	syntax=6	rules=19	claims=0	priority=1	opaque=3
/reference/reference-semantics/semantics/str.k	syntax=5	rules=28	claims=0	priority=0	opaque=0
/reference/reference-semantics/semantics/subscript.k	syntax=15	rules=40	claims=0	priority=2	opaque=0
/reference/reference-semantics/semantics/syntax.k	syntax=16	rules=0	claims=0	priority=0	opaque=0
/reference/reference-semantics/semantics/tuple.k	syntax=4	rules=21	claims=0	priority=3	opaque=0
/candidate/verification.k	syntax=5	rules=10	claims=0	priority=1	opaque=0
/candidate/spec.k	syntax=0	rules=0	claims=2	priority=0	opaque=0
